sku_id,sku_name,category,brand,country,year,total_units,total_revenue,avg_daily_demand,std_daily_demand,cv_demand,abc,xyz,abc_xyz,lead_time_days,safety_stock,reorder_point,current_stock,days_of_supply,stockout_days,stockout_rate,status,latest_date
SKU0027,BrandC Chips,Snacks,BrandC,Austria,2022,47884,634485.26,131.18,60.01,0.457,A,X,AX,6.4597414234511,355,1202,353,2.7,12,0.033,REORDER NOW,2022-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Germany,2022,47604,632212.8,130.27,54.9,0.421,A,X,AX,6.581445212493599,328,1185,402,3.1,5,0.014,REORDER NOW,2022-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Poland,2021,47054,630669.75,129.03,57.77,0.448,A,X,AX,6.534728622631849,344,1187,371,2.9,5,0.014,REORDER NOW,2021-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Austria,2023,47329,628585.42,129.6,58.97,0.455,A,X,AX,6.385714285714286,347,1175,314,2.4,9,0.025,REORDER NOW,2023-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Poland,2022,46850,620660.73,128.46,58.47,0.455,A,X,AX,6.509120583717358,348,1184,465,3.6,9,0.025,REORDER NOW,2022-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Austria,2021,46003,618833.98,126.04,54.62,0.433,A,X,AX,6.651203277009729,328,1166,322,2.6,11,0.03,REORDER NOW,2021-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Poland,2023,45947,610574.6,125.93,56.72,0.45,A,X,AX,6.2752688172043,331,1121,346,2.7,8,0.022,REORDER NOW,2023-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Germany,2021,44833,601440.83,122.88,54.49,0.443,A,X,AX,6.5426651305683565,325,1129,233,1.9,11,0.03,REORDER NOW,2021-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Germany,2023,44884,596686.38,122.99,57.8,0.47,A,X,AX,6.461629544290834,342,1137,213,1.7,11,0.03,REORDER NOW,2023-12-31
SKU0018,BrandF Water,Beverages,BrandF,Poland,2022,40229,584125.08,110.17,35.14,0.319,A,X,AX,6.477214541730671,208,922,342,3.1,8,0.022,REORDER NOW,2022-12-31
SKU0018,BrandF Water,Beverages,BrandF,Germany,2022,39693,576342.36,108.6,36.99,0.341,A,X,AX,6.607859703020993,222,940,375,3.5,11,0.03,REORDER NOW,2022-12-31
SKU0018,BrandF Water,Beverages,BrandF,France,2021,39374,571710.48,107.88,33.95,0.315,A,X,AX,6.40762928827445,200,891,224,2.1,4,0.011,REORDER NOW,2021-12-31
SKU0018,BrandF Water,Beverages,BrandF,Germany,2023,39258,570026.16,107.5,35.95,0.334,A,X,AX,6.263108038914491,210,883,368,3.4,7,0.019,REORDER NOW,2023-12-31
SKU0018,BrandF Water,Beverages,BrandF,France,2022,39205,569256.6,107.2,36.13,0.337,A,X,AX,6.555472350230414,216,919,367,3.4,15,0.041,REORDER NOW,2022-12-31
SKU0018,BrandF Water,Beverages,BrandF,Austria,2021,39096,567673.92,107.07,36.43,0.34,A,X,AX,6.423143881208397,215,903,310,2.9,12,0.033,REORDER NOW,2021-12-31
SKU0018,BrandF Water,Beverages,BrandF,Austria,2022,38866,564334.32,106.39,36.82,0.346,A,X,AX,6.483499743983615,218,908,162,1.5,9,0.025,REORDER NOW,2022-12-31
SKU0018,BrandF Water,Beverages,BrandF,France,2023,38642,561081.84,105.8,36.74,0.347,A,X,AX,6.546979006656426,219,912,265,2.5,13,0.036,REORDER NOW,2023-12-31
SKU0018,BrandF Water,Beverages,BrandF,Germany,2021,38515,559237.8,105.36,37.84,0.359,A,X,AX,6.44123783922171,224,903,289,2.7,12,0.033,REORDER NOW,2021-12-31
SKU0018,BrandF Water,Beverages,BrandF,Austria,2023,38472,558613.44,105.36,37.21,0.353,A,X,AX,6.524615975422427,221,908,336,3.2,7,0.019,REORDER NOW,2023-12-31
SKU0018,BrandF Water,Beverages,BrandF,Poland,2021,38298,556086.96,104.81,36.96,0.353,A,X,AX,6.407859703020993,218,890,327,3.1,14,0.038,REORDER NOW,2021-12-31
SKU0018,BrandF Water,Beverages,BrandF,Poland,2023,38156,554025.12,104.44,33.62,0.322,A,X,AX,6.556995647721454,201,886,194,1.9,11,0.03,REORDER NOW,2023-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,Austria,2022,38306,534368.7,104.91,36.67,0.35,A,X,AX,6.469796466973886,217,896,236,2.2,11,0.03,REORDER NOW,2022-12-31
SKU0026,BrandB Chips,Snacks,BrandB,France,2023,36524,532154.68,100.09,32.63,0.326,A,X,AX,6.713997695852535,197,869,336,3.4,7,0.019,REORDER NOW,2023-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,Austria,2021,37912,528872.4,103.85,33.25,0.32,A,X,AX,6.495705325140809,197,872,202,1.9,6,0.016,REORDER NOW,2021-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,Germany,2022,37793,527212.35,103.49,33.53,0.324,A,X,AX,6.434997439836149,198,864,387,3.7,10,0.027,REORDER NOW,2022-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,France,2022,37480,522846.0,102.77,35.39,0.344,A,X,AX,6.5580325140809,211,885,266,2.6,8,0.022,REORDER NOW,2022-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,France,2023,37388,521562.6,102.45,34.32,0.335,A,X,AX,6.509325396825397,204,871,269,2.6,12,0.033,REORDER NOW,2023-12-31
SKU0026,BrandB Chips,Snacks,BrandB,Germany,2022,35791,521474.87,98.04,31.9,0.325,A,X,AX,6.555312339989759,190,833,233,2.4,9,0.025,REORDER NOW,2022-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,Germany,2023,37276,520000.2,102.2,33.8,0.331,A,X,AX,6.409613415258576,199,854,337,3.3,16,0.044,REORDER NOW,2023-12-31
SKU0026,BrandB Chips,Snacks,BrandB,France,2021,35616,518925.12,97.63,33.98,0.348,A,X,AX,6.631253200204814,204,851,306,3.1,9,0.025,REORDER NOW,2021-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,Austria,2023,37196,518884.2,101.91,36.83,0.361,A,X,AX,6.490988223246288,219,880,325,3.2,15,0.041,REORDER NOW,2023-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,Germany,2021,37028,516540.6,101.45,37.07,0.365,A,X,AX,6.58773681515617,222,890,425,4.2,12,0.033,REORDER NOW,2021-12-31
SKU0026,BrandB Chips,Snacks,BrandB,France,2022,35334,514816.38,96.82,33.37,0.345,A,X,AX,6.371383768561188,196,813,185,1.9,11,0.03,REORDER NOW,2022-12-31
SKU0026,BrandB Chips,Snacks,BrandB,Germany,2023,35125,511771.25,96.26,32.62,0.339,A,X,AX,6.533672555043523,194,823,299,3.1,9,0.025,REORDER NOW,2023-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,France,2021,36677,511644.15,100.43,33.23,0.331,A,X,AX,6.481458013312852,197,848,243,2.4,11,0.03,REORDER NOW,2021-12-31
SKU0026,BrandB Chips,Snacks,BrandB,Poland,2022,35084,511173.88,96.17,32.89,0.342,A,X,AX,6.57217741935484,196,828,253,2.6,6,0.016,REORDER NOW,2022-12-31
SKU0026,BrandB Chips,Snacks,BrandB,Poland,2021,34921,508798.97,95.6,31.41,0.329,A,X,AX,6.4950780849974405,187,808,362,3.8,11,0.03,REORDER NOW,2021-12-31
SKU0026,BrandB Chips,Snacks,BrandB,Germany,2021,34895,508420.15,95.69,33.47,0.35,A,X,AX,6.634779825908858,201,836,375,3.9,8,0.022,REORDER NOW,2021-12-31
SKU0026,BrandB Chips,Snacks,BrandB,Poland,2023,34654,504908.78,94.92,32.87,0.346,A,X,AX,6.494623655913979,195,811,377,4.0,7,0.019,REORDER NOW,2023-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Austria,2022,34864,488793.28,95.57,33.36,0.349,A,X,AX,6.542140296979007,199,824,382,4.0,17,0.047,REORDER NOW,2022-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Germany,2021,34727,486872.54,95.16,31.22,0.328,A,X,AX,6.264413722478238,182,778,88,0.9,8,0.022,REORDER NOW,2021-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,Germany,2022,46378,485159.22,127.08,55.59,0.437,A,X,AX,6.633230926779315,334,1177,433,3.4,6,0.016,REORDER NOW,2022-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Austria,2021,34591,484965.82,94.73,32.92,0.348,A,X,AX,6.410170250896058,194,801,278,2.9,14,0.038,REORDER NOW,2021-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Poland,2023,34437,482806.74,94.41,32.25,0.342,A,X,AX,6.421185355862775,190,796,328,3.5,10,0.027,REORDER NOW,2023-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Germany,2022,34382,482035.64,94.22,31.62,0.336,A,X,AX,6.366877880184332,186,786,265,2.8,11,0.03,REORDER NOW,2022-12-31
SKU0057,BrandC Milk,Dairy,BrandC,France,2022,34358,481699.16,94.16,31.8,0.338,A,X,AX,6.4815284178187405,189,799,293,3.1,9,0.025,REORDER NOW,2022-12-31
SKU0057,BrandC Milk,Dairy,BrandC,France,2021,34306,480970.12,93.96,31.56,0.336,A,X,AX,6.38320532514081,186,786,230,2.4,9,0.025,REORDER NOW,2021-12-31
SKU0061,BrandA Cheese,Dairy,BrandA,Germany,2023,39095,480868.5,107.17,34.3,0.32,A,X,AX,6.322094214029698,201,879,181,1.7,10,0.027,REORDER NOW,2023-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Poland,2021,34265,480395.3,93.94,34.03,0.362,A,X,AX,6.556003584229391,203,819,373,4.0,16,0.044,REORDER NOW,2021-12-31
SKU0057,BrandC Milk,Dairy,BrandC,France,2023,34194,479399.88,93.68,34.31,0.366,A,X,AX,6.364029697900666,202,798,272,2.9,12,0.033,REORDER NOW,2023-12-31
SKU0061,BrandA Cheese,Dairy,BrandA,Germany,2021,38800,477240.0,106.28,33.12,0.312,A,X,AX,6.480523553507425,196,885,380,3.6,9,0.025,REORDER NOW,2021-12-31
SKU0061,BrandA Cheese,Dairy,BrandA,Austria,2021,38644,475321.2,105.81,34.99,0.331,A,X,AX,6.494994879672299,208,895,304,2.9,9,0.025,REORDER NOW,2021-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Austria,2023,33856,474661.12,92.79,30.94,0.333,A,X,AX,6.612538402457758,185,799,375,4.0,7,0.019,REORDER NOW,2023-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,France,2022,45350,473985.25,124.26,56.83,0.457,A,X,AX,6.281419610855095,332,1113,332,2.7,10,0.027,REORDER NOW,2022-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Germany,2023,33798,473847.96,92.59,31.19,0.337,A,X,AX,6.454358678955454,185,783,426,4.6,11,0.03,REORDER NOW,2023-12-31
SKU0061,BrandA Cheese,Dairy,BrandA,Austria,2022,38524,473845.2,105.6,34.92,0.331,A,X,AX,6.539221710189452,208,899,187,1.8,7,0.019,REORDER NOW,2022-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,Germany,2021,45624,473225.82,124.89,61.94,0.496,A,X,AX,6.460554275473631,367,1174,492,3.9,13,0.036,REORDER NOW,2021-12-31
SKU0057,BrandC Milk,Dairy,BrandC,Poland,2022,33722,472782.44,92.4,32.4,0.351,A,X,AX,6.452150537634409,192,788,403,4.4,11,0.03,REORDER NOW,2022-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,Austria,2023,44994,472312.39,123.31,58.51,0.474,A,X,AX,6.394623655913978,345,1134,327,2.7,12,0.033,REORDER NOW,2023-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,Germany,2023,44820,468764.66,122.73,59.4,0.484,A,X,AX,6.564887352790579,355,1161,327,2.7,18,0.049,REORDER NOW,2023-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,Austria,2021,45091,467632.45,123.47,59.47,0.482,A,X,AX,6.479806707629288,353,1153,223,1.8,16,0.044,REORDER NOW,2021-12-31
SKU0061,BrandA Cheese,Dairy,BrandA,Austria,2023,37933,466575.9,103.96,32.78,0.315,A,X,AX,6.364701740911419,193,855,332,3.2,10,0.027,REORDER NOW,2023-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,France,2021,37444,466177.8,102.6,34.12,0.333,A,X,AX,6.511827956989247,203,871,327,3.2,9,0.025,REORDER NOW,2021-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,Austria,2022,44569,465962.89,121.95,56.57,0.464,A,X,AX,6.66884280593958,340,1153,310,2.5,12,0.033,REORDER NOW,2022-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,Austria,2022,34684,465459.28,94.96,30.64,0.323,A,X,AX,6.3958013312852025,181,788,360,3.8,8,0.022,REORDER NOW,2022-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,France,2021,34654,465056.68,94.89,32.2,0.339,A,X,AX,6.459613415258577,191,804,404,4.3,10,0.027,REORDER NOW,2021-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,France,2021,44285,464436.31,121.25,55.53,0.458,A,X,AX,6.550620839733742,331,1125,358,3.0,12,0.033,REORDER NOW,2021-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,Poland,2022,37267,463974.15,102.14,32.4,0.317,A,X,AX,6.439836149513568,192,850,160,1.6,7,0.019,REORDER NOW,2022-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,France,2023,44019,461861.09,120.51,54.97,0.456,A,X,AX,6.5710573476702505,328,1120,169,1.4,19,0.052,REORDER NOW,2023-12-31
SKU0061,BrandA Cheese,Dairy,BrandA,Germany,2022,37493,461163.9,102.63,34.44,0.336,A,X,AX,6.640418586789554,207,889,272,2.7,12,0.033,REORDER NOW,2022-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,Germany,2023,36848,458757.6,100.85,35.99,0.357,A,X,AX,6.526203277009729,214,872,270,2.7,10,0.027,REORDER NOW,2023-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,Poland,2023,36840,458658.0,100.91,34.94,0.346,A,X,AX,6.533218125960062,208,867,335,3.3,11,0.03,REORDER NOW,2023-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,Austria,2023,34065,457152.3,93.28,32.51,0.349,A,X,AX,6.3931579621095755,192,788,364,3.9,12,0.033,REORDER NOW,2023-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,Spain,2022,32767,457099.65,89.76,30.52,0.34,A,X,AX,6.531041986687147,182,768,295,3.3,12,0.033,REORDER NOW,2022-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,Germany,2021,36687,456753.15,100.49,32.45,0.323,A,X,AX,6.561744751664107,194,853,131,1.3,13,0.036,REORDER NOW,2021-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,Austria,2023,36613,455831.85,100.37,32.55,0.324,A,X,AX,6.620852534562212,195,860,243,2.4,12,0.033,REORDER NOW,2023-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,Germany,2021,33888,454776.96,92.85,34.08,0.367,A,X,AX,6.460163850486431,202,802,248,2.7,13,0.036,REORDER NOW,2021-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,Germany,2022,36478,454151.1,100.0,32.51,0.325,A,X,AX,6.593676395289298,195,854,290,2.9,8,0.022,REORDER NOW,2022-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,France,2023,36354,452607.3,99.65,32.8,0.329,A,X,AX,6.372011008704558,193,828,428,4.3,9,0.025,REORDER NOW,2023-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,Germany,2022,33622,451207.24,92.15,31.09,0.337,A,X,AX,6.6427163338453665,187,799,282,3.1,10,0.027,REORDER NOW,2022-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,Austria,2022,36182,450465.9,99.1,36.23,0.366,A,X,AX,6.439164106502816,214,852,244,2.5,13,0.036,REORDER NOW,2022-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,Poland,2022,33554,450294.68,92.0,31.13,0.338,A,X,AX,6.311450332821301,182,763,313,3.4,10,0.027,REORDER NOW,2022-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,France,2023,33428,448603.76,91.64,31.4,0.343,A,X,AX,6.638056835637481,188,796,194,2.1,17,0.047,REORDER NOW,2023-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,Poland,2021,35981,447963.45,98.64,33.91,0.344,A,X,AX,6.440482590885817,201,836,263,2.7,14,0.038,REORDER NOW,2021-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,France,2022,33367,447785.14,91.45,33.8,0.37,A,X,AX,6.690053763440861,204,816,217,2.4,18,0.049,REORDER NOW,2022-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Italy,2023,33587,446335.56,92.06,44.0,0.478,A,X,AX,6.542063492063492,262,864,441,4.8,12,0.033,REORDER NOW,2023-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,Poland,2023,33248,446188.16,91.17,35.34,0.388,A,X,AX,6.373867127496159,208,789,203,2.2,12,0.033,REORDER NOW,2023-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Spain,2022,33817,445724.26,92.58,46.11,0.498,A,X,AX,6.331989247311828,270,856,364,3.9,13,0.036,REORDER NOW,2022-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,France,2022,35614,443394.3,97.56,35.16,0.36,A,X,AX,6.47752176139273,208,840,314,3.2,10,0.027,REORDER NOW,2022-12-31
SKU0027,BrandC Chips,Snacks,BrandC,Spain,2023,33250,443093.8,91.09,39.15,0.43,A,X,AX,6.458166922683052,232,820,397,4.4,11,0.03,REORDER NOW,2023-12-31
